Dao_title,categories,about,blockchain,followers
stake dao,"['Venture Capital', 'Investment']","Aims to develop a one-stop-shop for DeFi, eventually allowing anyone — with any level of knowledge of crypto — to have easy access to all of the market’s most competitive products and strategies
",Ethereum,28900.0
cafeswap.finance dao,['DeFi'],"An amazing yield farm on Binance Smart Chain & Polygon
 CafeSwap is a yield farming and staking platform on BSC Chain, We have chosen BSC because of its low tnx fees and faster speed. We have built this project to provide the best experience with farming while regulating the supply, We believe in partnerships hence we aim to bring all BSC DeFi ecosystems in one place to have a friendly ecosystem for all of us.
",Binance,9800.0
meebitsdao,['Venture Capital'],"Enabling (and fund) developers to make things using Meebits
",Ethereum,25200.0
pancakeswap dao,['DeFi'],"Decentralized platform to trade, earn, and win crypto
",Ethereum,1700000.0
alpha finance lab dao,['Investment'],"Building an ecosystem of DeFi products that will interoperate to maximize returns while minimizing risks for users
",Binance,122700.0
skvllpvnkzdao,"['Social', 'Collector']","DAO for Skvllpvnkz holders to submit and vote for ideas.
",Ethereum,47300.0
blockzero labs dao,"['other', 'other', 'other', 'other']","Launching Ideas into the Decentralized World; build, launch, and scale 10 billion-dollar startups before the year 2030.
 Earn crypto for helping build, launch, and scale startups.
",,0.0
consensys dao,['DAO Tools'],"Blockchain software company
 With MetaMask, Infura, and a leading suite of blockchain products, we make it easy to build applications on Ethereum and participate in DeFi, NFTs, DAOs, and the metaverse.
",,0.0
fingerprints dao,['Collector'],"FingerPrints is a diverse web3-centered collective set to strategically curate, collect and promote on-chain artwork so as to become a leading ecosystem nurturer. DAO governance forums are currently Discord-only, barred at 5,000+ $PRINTS ownership.
 Founded in 2021, the Fingerprints Collection includes canonical blockchain artworks by Larva Labs, Rhea Myers, Mitchell F Chan, Sarah Meyohas, 0xDEAFBEEF and more. Many of these artists are members of our community.
We are passionate about supporting artists, fostering experimentation, and educating the world about this emerging field of artistic practice and the technology that underpins it.
",Ethereum,32700.000000000004
overcloudz dao,"['other', 'other', 'other', 'other']","OverCloudz is a collection of 7777 randomly generated NFTs on the Ethereum-Blockchain.
",,0.0
commonwealth dao,"['DAO Tools', 'Social', 'Social Impact']","Discussions, crowdfunding, and governance for any token community.
",Ethereum,11900.0
krause hause dao,"['Social', 'Gaming']","DAO governed by the community, the fans, the basketball lovers and purists
",Ethereum,4700.0
charged particles dao,"['other', 'other', 'other', 'other']","What’s in your NFT?
 Our goal is to become a core infrastructural technology in the development of NFTs. To that end, we’ve already begun to natively integrate our protocol into NFT platforms. In fact, someday, all NFTs will have the option to be “charged”: In the future, our protocol will be everywhere NFTs exist.
Every time an NFT is created, on any blockchain, in any marketplace, it will have the ability to use our technology. Moreover, when people think of NFTs, they will think of Charged Particles.
",,0.0
canu dao,"['DeFi', 'Social']","Community and automation for DAOs and Web3 business
",Ethereum,12800.0
phonon dao,['Protocol'],"Phonon is a community-owned protocol enabling off-chain transfer of digital assets using secure hardware. Turn all crypto into P2P cash: private, fast, & free.
 The Phonon Network is the invention of Dr. Karl Kreder of GridPlus, the team responsible for the Lattice1, the most secure cold-storage product on the market. After GridPlus developed the basic framework of the protocol it then spun out the Phonon DAO to manage the protocol and to help build additional services and applications on top of the framework. Additionally, the DAO is here to facilitate other people developing applications and making improvements on the network. The DAO, has been entrusted to also oversee processes when certifying hardware (e.g., smartcards and eSIMs) and hardware manufacturers for compatibility. It also manages the DAO’s treasury and allocation of funds to build, market and improve the protocol, as well as the DAO itself.
",Ethereum,2000.0
proof of good dao,"['other', 'other', 'other', 'other']","Provable & Profitable Philanthropy. Owned & Governed by our community. Do Good with us.
",,0.0
unstoppable domains dao,['DAO Tools'],"Unstoppable Domains is on a mission to return the power of the internet to people.
 Provides blockchain domains that enable users to do things like keep a universal username across apps and websites, act as a website URL, act as a payment address for wallets, and much more.
",,0.0
homedao,"['Social Impact', 'Collector']","Home DAO is an environmental impact DAO that funds public goods, starting with renewable energy, to build a better world.  We are the convergence of real-world sustainable assets, decentralized project financing, and community-driven governance to transcend how we think about energy.
",,0.0
liquality dao,"['Protocol', 'DeFi', 'DAO Tools']","Multi-chain browser extension wallet
",Ethereum,15200.0
ultradao,"['Collector', 'Social']","Group of artists and art collectors, working together to create a strong community through art and technology
",Ethereum,19000.0
goldfinch dao,"['DeFi', 'Social']","Bring crypto loans to the real world.
",Ethereum,90600.0
spice dao,"['other', 'other', 'other', 'other']","http://spicedao.xyz
",,0.0
paraswap dao,['DeFi'],"Smart contract divides orders among multiple exchanges to enable traders to purchase tokens at an affordable rate
",Ethereum,97300.0
decrypt media dao,"['other', 'other', 'other']","A media company for the Web 3.0 age
",,0.0
osmosis dao,"['DAO Tools', 'DeFi']","Decentralized peer-to-peer blockchain that people can use to create liquidity and trade IBC enabled tokens
",Ethereum,160500.0
naos finance dao,"['DAO Tools', 'DeFi', 'Protocol']","Building a RWA based infrastructure by connecting DeFi with CeFi
",Ethereum,39400.0
bulls on the block dao,['Collector'],"A collection of 10,000 unique Bulls NFTs that live in the Ethereum blockchain
",Ethereum,28000.0
lobsterdao,['Collector'],"A commemorative art event for the community in the form of NFTs; a loot box where one can pull out one of the cool pieces.
",Ethereum,8600.0
greedy bots dao,"['other', 'other', 'other', 'other']","The first NFT robots to come with your very own multi-chain trading bot!
",,0.0
levx dao,"['other', 'other', 'other', 'other']","WE WILL LIBERATE THE PEOPLE FROM HODLING
",,0.0
dsla protocol dao,['other'],"DSLA is a GRC Automation Middleware that enables the downside-protected delivery of goods, services and digital assets without intermediaries.
",,0.0
carib dao,"['Social', 'Venture Capital']","Building the future of the Caribbean, block by block.
 A Caribbean DAO focused on Web3 Education, Project Incubation, and Community Crowdfunding.
",Binance,5900.0
qi dao,"['Protocol', 'DeFi']","Zero-interest crypto lending - making DeFi accessible for all
 Mai Finance is a way for you to keep your crypto and still be able to spend its value. That means you’re able to borrow stablecoins without having to sell your crypto assets, and do so at 0% interest.
The process is simple: create a vault, deposit your crypto assets, and start borrowing stablecoins against your collateral’s value.
Mai Finance is a website that connects users to the QiDAO Protocol, which is where the vaults are created and stablecoins are borrowed.
",Polygon,48100.0
rebase aggregator capital dao,['other'],"REACT is a collection of multiple rebase protocols where a treasury is used to buy shares while the yields are distributed to holders as dividends.
",,0.0
gitcoindao,['Social'],"DAO about opensource software development
",Bitcoin,30300.0
hedgehog  dao,"['DeFi', 'Social']","Leading prediction markets platform on Solana for sports, crypto, e-games and more
",Binance,22800.0
notional finance dao,"['DeFi', 'Protocol']","Fixed rate borrowing and lending on Ethereum.
",Ethereum,16500.0
carbonpaws dao,"['other', 'other', 'other', 'other']","Decentralized Organization for Greener Earth
",,0.0
crisisdao,['Collector'],"Let’s make the world better-ish.
",Ethereum,0.0
minority programmers dao,"['other', 'other', 'other', 'other']","An international network of developing unifying together to build socially impactful software solutions and spread STEM education to marginalized communities
 Learn the hottest skills in Blockchain and Web3. Earn NFT credentials that recruiters from the top technology companies will see through our decentralized talent sourcing system.
",,0.0
